Current_Size,Voltage
4,3.010273441978574
9,0.5084912887029747
1,4.509884631908667
1,4.502096707883931
1,4.506510173283822
5,2.511031245785162
1,4.50354508048737
7,1.5139957118911382
9,0.5122119190448261
5,2.501966878416574
1,4.501445791959369
8,1.006058361819239
5,2.5121213920472476
4,3.008048693191125
1,4.503822031197713
8,1.0005631678554994
3,3.5070616242138173
7,1.504059552547622
0,5.001262728173811
1,4.503095669069441
3,3.5055859692437
2,4.00388983661299
9,0.5070380549288612
6,2.0033719531565524
3,3.5106814066055922
7,1.5024932696995372
9,0.5018394246396568
6,2.00530440250367
2,4.009721478441443
2,4.003402559500829
3,3.5092219401347235
9,0.5092074834518517
4,3.0074934207149333
6,2.0135457075371948
6,2.004702685864159
4,3.010525981982643
5,2.5029928962240016
3,3.508286250549858
0,5.007644671429502
2,4.0024996849137695
7,1.516749608557135
0,5.004027860290537
0,5.005282558415737
5,2.511701382952869
4,3.011363880264398
8,1.0081425626125506
8,1.0120766591471348
5,2.503674054583641
6,2.0074080190579555
8,1.012631355651555
6,2.010439010358956
1,4.509864524567818
4,3.008167443978942
8,1.0135350225685356
8,1.0070713648804872
4,3.0053033667211673
0,5.009186740893962
1,4.5032562654117445
3,3.5108131704759873
7,1.5130436719235811
1,4.500993180920738
7,1.508966684961437
6,2.008820229263692
6,2.012199513920337
5,2.5071740565927745
9,0.5139150652661756
9,0.5093640234667105
1,4.502058497614993
0,5.003461965476253
4,3.0039171586568076
9,0.5033886624760169
0,5.00903072759283
7,1.5036251592505174
3,3.509853937260259
5,2.5020265108578155
4,3.008643345317762
8,1.0125608597307523
2,4.0062154820679
3,3.5105442148874166
7,1.505768674745597
6,2.0098308933587257
1,4.501267640488666
0,5.004915551528901
7,1.505437668631111
6,2.008937628199619
7,1.509728037989096
7,1.5036707268355514
9,0.509147974609021
9,0.516486627148808
7,1.5101155814407599
9,0.5085081509089754
7,1.51317703460995
6,2.0064798653388696
9,0.5145934177471141
6,2.008798333100229
2,4.007717820508345
0,5.001897505497779
2,4.004179110292608
5,2.5102636802459948
4,3.006832489971619
7,1.5044494109457014
7,1.5131166663224855
0,5.009654558581025
7,1.514878362846626
7,1.508510186116974
4,3.001855683521231
8,1.00938147686962
3,3.505272298560262
2,4.00592562678504
4,3.0063903041387543
8,1.0076778862140283
8,1.0151272258167814
0,5.007009939386638
9,0.5074600261999712
1,4.509256242527492
2,4.008483410321736
6,2.0043230614413408
3,3.50510772947215
5,2.509418931598726
0,5.009212812277608
5,2.507117952226133
4,3.006737115009077
0,5.009062354230659
3,3.503229079610693
0,5.005334135013717
5,2.510705014074573
9,0.5169398062833502
9,0.5123048860066278
5,2.5063437466515595
0,5.003713709980083
8,1.0118943946158914
8,1.00745000250631
4,3.011838524729227
7,1.5071289229246418
6,2.0079238206472074
1,4.50724963770356
1,4.505657463597012
6,2.002265279348965
1,4.503723519590583
6,2.007273894293128
3,3.509157701303667
9,0.5137274557897047
0,5.005237015279962
5,2.510500932123666
6,2.0055994149084113
6,2.0100214445693125
1,4.501764809557786
4,3.0114786614575073
8,1.0056540047181186
8,1.0074910911856225
2,4.008822517883428
5,2.5087618315356943
8,1.0012511032786047
7,1.5099042575182908
6,2.0129166719012264
3,3.509461845216548
9,0.51442089899446
8,1.0103075369780106
4,3.0062944535335046
7,1.5118454168347635
6,2.01183034679133
3,3.5070004639487395
8,1.0062307332187495
0,5.001108200487585
1,4.508922208807072
1,4.5023679749152254
9,0.5161960618492037
7,1.5096481122622005
1,4.501494793178856
1,4.504000426167044
5,2.511514974818245
3,3.5062247170788927
7,1.5054584757210607
2,4.005146727615414
9,0.5045655533282316
4,3.008437125551811
1,4.506776319942953
0,5.004360685885588
5,2.5114359565537683
6,2.0068188745228577
7,1.512071081826543
0,5.007707744076309
4,3.0105127650896297
6,2.008353763674398
7,1.5102725699051909
9,0.5104622818729873
7,1.5082598238286697
5,2.5071103035688873
5,2.5073571667341175
0,5.0084368802508346
2,4.006308930587555
2,4.004598809264505
5,2.508201630645194
5,2.503864475895912
4,3.0099259984878963
5,2.509144410027394
6,2.0058069069400553
7,1.5048447060479495
9,0.5065839393610491
4,3.004107714845602
6,2.010393365945417
8,1.0052230981012897
1,4.507500683957175
9,0.5091922784837828
5,2.5064222159312854
0,5.007258030566466
9,0.5104215625776763
3,3.509458404631021
3,3.5051546544595
3,3.5088494883989085
7,1.5073853212152966
6,2.004278286952166
0,5.002160627597253
6,2.009437668157828
9,0.5143552990009891
9,0.5057179322308503
0,5.004681685476674
2,4.007938434697477
7,1.503099180914743
6,2.005978676656412
3,3.503758507280426
8,1.0141462067979865
9,0.512607965680764
3,3.503969158311438
9,0.506091717244777
9,0.5088009278065604
4,3.007696738536235
6,2.0028450491417
1,4.501303506208172
2,4.009699199974236
4,3.0041206747014186
7,1.5008251502419456
8,1.0038947452543237
8,1.0077392749374956
5,2.504573577567977
6,2.0135175095328988
6,2.0139860471840856
3,3.5049633322913016
1,4.504280282929778
6,2.0100561443943534
7,1.5067636237216666
3,3.5060089525008165
5,2.503245683171721
5,2.5073832489749006
5,2.5094772420990683
5,2.5059803241773024
6,2.0058470058737043
8,1.0112748686454687
3,3.5072253002965117
5,2.5117794132666584
2,4.006450076394332
4,3.011231486428885
6,2.0048028960028725
6,2.007834433299622
4,3.0111908886683865
0,5.007512896403478
3,3.5084031993932987
0,5.007254636713536
4,3.006187248412907
2,4.007920235436051
3,3.5093821052968694
0,5.009266086006269
3,3.502514891950732
0,5.00598467900799
0,5.007316890479334
8,1.0019259925220834
0,5.008007067488296
5,2.5040216906300454
8,1.0117226664851724
7,1.5082015828327233
4,3.0035735577073654
6,2.0050946210588467
2,4.009014674910088
6,2.0052200154332867
9,0.5072948502165466
7,1.5107649440606878
6,2.004365195735575
3,3.508696208826899
3,3.5045137763219265
5,2.5068079281916864
6,2.010170718172401
8,1.0110616672735138
1,4.510057542389463
7,1.5139054704649288
7,1.504209899985261
2,4.006876923305543
1,4.504405151034125
2,4.007754657320105
4,3.0045476680738674
2,4.007736326109216
0,5.008577500475825
5,2.508786192090949
9,0.5159483199411774
4,3.0072566226373643
6,2.011516222454637
9,0.5150758659393156
3,3.504481629664205
7,1.5122377824478475
1,4.505170878134948
9,0.5074846144308519
0,5.007945899340601
6,2.0105296201980236
3,3.5075888928433265
0,5.003714538929541
1,4.502640524458577
5,2.511205016547716
5,2.507663349798032
2,4.007405543787588
9,0.5085206506207823
9,0.5115668147681913
2,4.001744134882967
3,3.5058583226832325
8,1.0070268374621756
9,0.5139842365471776
7,1.5127078297629906
0,5.009984026306395
4,3.005726832880129
1,4.5045979506528635
1,4.507508602792269
7,1.5101243863608522
6,2.0108144397060257
6,2.001887533208362
1,4.510198886666195
5,2.506301119746959
8,1.006540477400652
1,4.5071373524259615
0,5.002525183984814
0,5.001649323412614
2,4.011602893199989
8,1.008720698809239
0,5.006835567433367
9,0.5019379944504994
6,2.0106838857699874
9,0.5116278199376508
2,4.011036716889072
2,4.00699391989924
9,0.5060221272202181
6,2.005924520538171
3,3.507124870347941
1,4.5082645592023365
1,4.5089762833568905
3,3.5028746051788957
5,2.507571083060178
5,2.5037966976950754
3,3.5109585916835164
0,5.007280105701658
7,1.5099763208816654
8,1.0137741722087585
3,3.5089286358319787
9,0.5061887209307526
7,1.506272188496583
5,2.511991470118892
6,2.007778578564953
6,2.0044988131174653
8,1.00745541198296
1,4.5060108204823495
7,1.5050797846261037
8,1.0005547207212402
3,3.504095296777118
2,4.001498107238012
7,1.5066346689280117
0,5.0017562314928465
6,2.000287465963212
3,3.5092024208144124
4,3.0046888483734886
4,3.0074360066406625
6,2.0057992421648385
4,3.003504655149556
3,3.503030928523664
5,2.5097267162963295
0,5.006162423780123
5,2.5030873614213167
3,3.5046409055431296
2,4.004021373132823
9,0.5111413394442941
4,3.0080389846055646
3,3.5078901430281966
9,0.5134301611665583
5,2.504620227842215
8,1.0035814849262603
6,2.0118758375825485
8,1.010723761901889
2,4.003756151543452
2,4.00643991325051
1,4.509871996045079
8,1.0141376758736127
5,2.5048041227348703
4,3.0068621965851148
3,3.507687396401546
4,3.012894506402007
0,5.006407944062855
5,2.5051834708791407
3,3.505666167670515
0,5.004510189792119
6,2.0095304446848026
7,1.50411736635239
4,3.0041441661023356
0,5.007385074244605
5,2.5070429296369614
6,2.00525107653105
3,3.507736223522776
1,4.506074119633875
9,0.5103784377730276
6,2.006932403428028
4,3.0056179761900355
8,1.0080431863397263
3,3.5035559930524065
6,2.0132339700616697
1,4.507669059011847
2,4.00208697698996
3,3.5048802984943364
4,3.0049418834834714
6,2.007166547940965
6,2.0020952908771017
2,4.009160222735032
7,1.505906282142595
4,3.0088967180795696
0,5.002274032060549
8,1.009918702516795
6,2.0059561851843943
7,1.504238555835534
3,3.5070057652665536
0,5.006872788168214
5,2.507736826272947
4,3.0040433795037993
2,4.0014039674536965
0,5.0097968424180195
8,1.0062346569422747
1,4.501346526459193
0,5.000622666023332
9,0.5019295516414842
1,4.501587569427385
6,2.0081484682299875
6,2.0046727732853036
8,1.0061710094558984
6,2.0073232394440206
5,2.506750491173937
4,3.0021631382232705
3,3.502236382828083
2,4.0042686872170545
7,1.5119186195297298
6,2.0090578598503352
9,0.5105802918520774
2,4.008303431750475
5,2.5042137162588913
3,3.5022815144636557
9,0.5118380906293302
9,0.5110979582485242
5,2.51305330062117
2,4.004144969606223
7,1.5082943542745146
0,5.0086634318379
5,2.5035415189337504
6,2.0113596365066337
2,4.004831334097719
1,4.506638603312187
2,4.0054229110735475
7,1.5044170724326764
5,2.505669889037087
2,4.011464806613008
5,2.5021396501735076
5,2.507050802259668
3,3.509819561996698
6,2.00215804781827
9,0.5086866032982574
0,5.006986850562185
8,1.0125492486244043
1,4.505052273894616
9,0.5121862042134794
3,3.502032314667902
4,3.0047099770707866
1,4.504101434316235
6,2.004997949225641
5,2.5094800825966446
6,2.0049190082927235
4,3.003390467403409
8,1.0106830998798382
3,3.505204233256842
5,2.5047493474429947
2,4.009362877717629
7,1.504125468075696
7,1.5134893243991794
5,2.5023207785994592
5,2.512175125786795
5,2.5096754846049216
8,1.0126163455431714
3,3.5041020910510094
1,4.506417069941977
5,2.503868175152804
2,4.003938048848421
7,1.505343372819691
8,1.0075614551529615
9,0.5115586468526091
0,5.009251697085624
9,0.5068726849943452
1,4.5076841748457745
7,1.5092197240778404
3,3.503116433577978
3,3.506290797495884
1,4.506115443445275
2,4.00507779754147
0,5.0034377645865264
9,0.5129343503605065
7,1.5111040407158711
3,3.5092811540947833
4,3.0105832068499563
1,4.501735936896498
5,2.5061913741459145
7,1.5099128067187424
1,4.510818447697693
5,2.5093632913149766
3,3.5100554182274255
5,2.5124215702601647
7,1.5073342916312014
8,1.0102506087108294
7,1.5035332917334447
9,0.5013007604157368
8,1.003863302533047
8,1.011198649616552
8,1.0091934074489506
9,0.510813739018428
6,2.009274123136913
0,5.002746703243226
8,1.0076006344268031
6,2.00676756082618
8,1.0056162765076262
6,2.012990014994968
3,3.500120367823844
8,1.006219400916252
6,2.007982039544002
6,2.004395524907027
0,5.00100206716897
8,1.0105898979228352
5,2.5065281337597725
3,3.509514715741157
1,4.508366216799195
9,0.5098271757611871
2,4.00445390154104
1,4.507813422026633
7,1.5113440534250118
0,5.001799598563854
2,4.005504032594302
2,4.007366969731622
6,2.003534297380927
2,4.007305280745383
8,1.0025088678800202
4,3.002510287420417
4,3.0050649159560088
7,1.503084957117328
5,2.5101865736932414
2,4.004770953249051
4,3.0107605636764303
3,3.5048328296992377
8,1.0070948090846372
4,3.001075769493231
5,2.507276058318774
2,4.010373572116281
3,3.5035753818666886
9,0.5125269296969043
1,4.50446086470967
8,1.0095108885786703
6,2.009025443751029
8,1.0105480546339611
1,4.506821427947443
8,1.0043121596633746
6,2.0064534444155746
8,1.0032353781283163
7,1.5113996335836464
5,2.5069706314236417
0,5.004045316270998
9,0.5072326780819115
7,1.5092060865089827
4,3.0091664032978542
3,3.5050620868763014
0,5.009145028883387
5,2.5134063460915397
6,2.0068233474946657
2,4.003593797929671
7,1.50993879322444
8,1.0104418838538516
4,3.00585819351173
2,4.007485718385144
5,2.5073017322244895
2,4.00932170138158
0,5.005482817496424
2,4.00552390517675
1,4.507506689465084
0,5.0045588272695865
7,1.5151572606919528
6,2.0129491740204735
1,4.506131732480275
6,2.0087242472225637
8,1.0097384932960625
2,4.006244485903808
8,1.0108794469889242
0,5.008325741712114
6,2.000580816960295
1,4.5015241063220195
2,4.005488911187306
2,4.008743674839154
9,0.5045989377541678
5,2.502458463507349
3,3.5029994733050374
0,5.009823372636907
1,4.5021222143925925
9,0.5131156334728632
9,0.5057323680907408
9,0.5136827726898673
1,4.507503497865252
7,1.5121358908482296
1,4.505111847469034
9,0.5154997908266672
7,1.5031184405951659
6,2.0107072081137574
2,4.003517265469844
0,5.002570129405012
1,4.50916768858595
5,2.504272652544095
3,3.505617701543762
4,3.0093643474885154
3,3.5111674379895583
1,4.505544492670137
8,1.017120443508321
3,3.5082855711285474
0,5.004199908957653
1,4.503570215293838
6,2.0087901666886987
8,1.0050372595561416
5,2.5118756470013217
5,2.5024899168657253
8,1.006243492157772
2,4.004736007130794
8,1.0073673189478476
4,3.003488383635206
1,4.501848496148874
0,5.005842501301442
4,3.0112135144128827
7,1.5147257462645922
3,3.5057666010247845
9,0.5053050602512552
8,1.0017748831745814
7,1.5028327395520937
4,3.0092487226199096
3,3.50479470608462
3,3.5080989112557193
3,3.503994166799284
5,2.505680146728901
4,3.0057730435469856
3,3.5047430770040195
0,5.007680682961885
8,1.0061328348682912
0,5.007133161425717
9,0.513150104495425
5,2.509196287142521
9,0.5096834628620175
7,1.5138667913406718
7,1.5153228584722587
5,2.512848514557524
8,1.0079716631548286
2,4.008164592551762
8,1.0042876225805735
1,4.502168846472333
9,0.5139948160688783
8,1.0020465304699435
8,1.012805607435883
4,3.0009095435205833
2,4.006956894121499
2,4.0054655451817975
2,4.004353175436891
5,2.50579936833963
4,3.0074894432140526
4,3.007282196220244
0,5.001299738661381
8,1.0122710884252395
8,1.0050861350913967
0,5.003605282722579
7,1.5052463350160872
3,3.505828675446829
0,5.004779803950029
0,5.000977258257743
0,5.008809567564314
5,2.5039892374356425
2,4.005428543941328
0,5.004555564475446
7,1.5072955836831299
2,4.0038471005468335
6,2.002346809751408
6,2.014702051655427
5,2.509600379021984
3,3.5025931030136
4,3.000660391624475
4,3.007979858981472
7,1.5030299803866214
1,4.505985271690678
4,3.0071560858102933
0,5.00713867107277
1,4.501859683758083
8,1.0024434185342672
